,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,7884.11,11459.12,6170.30,17629.42,10328.59,7300.83,0,0,2024-03-21 16:16:59 GMT
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,2273.97,3305.09,1779.66,5084.75,2979.02,2105.73,0,0,2024-03-21 10:32:18 GMT
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,699.32,1016.42,547.30,1563.73,916.15,647.58,0,0,2024-03-21 12:45:02 GMT
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,83886.98,43345.15,23339.70,66958.38,39229.06,27729.32,273.53,0,2024-03-21 16:10:59 GMT
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,49863.98,25765.16,13873.55,39801.31,23318.49,16482.82,162.60,0,2024-03-20 19:29:35 GMT
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,35962.64,18582.22,10005.81,28705.30,16817.64,11887.66,117.27,0,2024-03-21 16:13:35 GMT
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,27056.68,13980.43,7527.92,21596.57,12652.83,8943.75,88.22,0,2024-03-20 19:19:35 GMT
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,22154.47,11447.41,6163.99,17683.64,10360.36,7323.28,72.24,0,2024-03-21 13:43:47 GMT
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,21777.32,11252.54,6059.06,17382.61,10183.99,7198.62,71.02,0,2024-03-20 17:13:11 GMT
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,15979.42,8256.71,4445.92,12754.73,7472.64,5282.09,52.10,0,2024-03-19 18:58:59 GMT
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,11828.13,6111.70,3290.92,9441.19,5531.33,3909.86,38.57,0,2024-03-15 15:54:23 GMT
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,8195.72,4234.80,2280.28,6541.80,3832.66,2709.14,26.72,0,2024-03-21 02:25:11 GMT
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,7129.64,3683.95,1983.66,5690.87,3334.12,2356.74,23.26,0,2024-03-20 13:45:59 GMT
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,6154.69,3180.18,1712.41,4912.65,2878.19,2034.46,20.06,0,2024-03-18 17:40:23 GMT
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,6051.65,3126.94,1683.74,4830.41,2830.00,2000.41,19.73,0,2024-03-16 15:35:59 GMT
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,5960.51,3079.85,1658.38,4757.67,2787.39,1970.28,19.44,0,2024-03-12 12:51:35 GMT
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,5883.06,3039.83,1636.83,4695.85,2751.17,1944.68,19.19,0,2024-03-20 17:48:11 GMT
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,3540.73,1829.53,985.13,2826.21,1655.80,1170.41,11.55,0,2024-03-13 03:13:59 GMT
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,3460.47,1788.06,962.80,2762.14,1618.26,1143.87,11.28,0,2024-03-18 11:08:11 GMT
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1917.80,990.94,533.59,1530.78,896.84,633.94,6.25,0,2024-03-21 15:54:23 GMT
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,1802.97,931.61,501.64,1439.13,843.15,595.98,5.88,0,2024-03-21 12:03:23 GMT
0xd3f8ab9c5928fdf53153e7757131ad7815fe3146000000000000000000000661,mainnet,vETH/wstETH,972.97,502.74,270.71,776.63,0,776.63,3.18,0,2024-03-21 03:45:11 GMT
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,940.38,485.90,261.64,750.61,0,750.61,3.07,0,2024-03-18 06:22:35 GMT
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,426.79,220.53,118.74,0,0,0,-339.27,0,2024-03-20 05:52:23 GMT
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,342.62,177.03,95.33,0,0,0,-272.36,0,2024-03-14 02:53:59 GMT
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,296.74,153.33,82.56,0,0,0,-235.89,0,2024-03-21 15:30:11 GMT
0xdacf5fa19b1f720111609043ac67a9818262850c000000000000000000000635,mainnet,osETH/wETH-BPT,248.61,128.46,69.17,0,0,0,-197.63,0,2024-03-21 11:20:23 GMT
0x2e848426aec6dbf2260535a5bea048ed94d9ff3d000000000000000000000536,mainnet,wbETH-wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2023-11-23 01:03:59 GMT
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-16 03:47:35 GMT
0x70d5e3234f6329c1d5a26796dcf4e109d69a34880000000000000000000005e7,mainnet,uniETH/wstETH/rETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-15 01:40:47 GMT
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-19 05:34:59 GMT
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,0.00,0.00,0.00,0,0,0,0.00,0,2024-02-15 03:07:59 GMT
